"tower_id","city","mode_operator","distinct_operator_count","mode_state","distinct_state_count","mode_network_type","distinct_network_type_count","total_observations","avg_uptime_percentage","total_downtime_minutes","total_outage_count","total_users_affected","impactful_outage_observations","repeat_outage_indicator"
"WAR-2788","Warri","9mobile","1","Cross River","1","3G","1","1","99.26","10.66","0","0","0",0
"WAR-2790","Warri","Airtel","2","Enugu","2","3G","2","2","91.88","234.00","5","791","2",1
"WAR-2792","Warri","Airtel","1","FCT","1","4G","1","1","92.59","106.70","5","220","1",0
"WAR-2794","Warri","MTN","1","Akwa Ibom","1","5G","1","1","98.51","21.46","1","0","0",0
"WAR-2798","Warri","MTN","1","Ogun","1","4G","1","1","95.45","65.52","1","0","0",0
"WAR-2806","Warri","9mobile","1","Benue","1","4G","1","1","92.56","107.14","1","115","1",0
"WAR-2808","Warri","MTN","1","Kogi","1","5G","1","1","89.15","156.24","3","318","1",0
"WAR-2809","Warri","9mobile","1","Enugu","1","4G","1","1","94.50","79.20","0","351","1",0
"WAR-2812","Warri","MTN","1","Ogun","2","3G","2","2","95.41","132.19","9","132","1",0
"WAR-2815","Warri","Glo","1","Enugu","2","3G","2","2","88.04","344.59","4","352","2",1
"WAR-2816","Warri","Glo","1","Lagos","1","4G","1","1","91.17","127.15","3","201","1",0
"WAR-2817","Warri","9mobile","1","Bauchi","1","4G","1","1","99.51","7.06","0","0","0",0
"WAR-2818","Warri","Airtel","1","Zamfara","1","3G","1","1","89.75","147.60","5","55","1",0
"WAR-2819","Warri","Glo","1","Lagos","1","4G","1","1","92.62","106.27","5","85","1",0
"WAR-2820","Warri","Glo","2","Katsina","2","4G","1","2","93.53","186.48","4","132","1",0
"WAR-2821","Warri","MTN","1","Benue","1","3G","1","1","92.98","101.09","5","247","1",0
"WAR-2823","Warri","MTN","1","Gombe","1","4G","1","1","89.15","156.24","3","324","1",0
"WAR-2826","Warri","9mobile","1","Ondo","1","3G","1","1","98.65","19.44","2","0","0",0
"WAR-2831","Warri","9mobile","1","Delta","1","4G","1","1","87.48","180.29","3","391","1",0
"WAR-2833","Warri","MTN","1","Delta","1","3G","1","1","87.83","175.25","1","123","1",0
"WAR-2836","Warri","9mobile","2","Kogi","2","2G","2","2","89.82","293.18","10","686","2",1
"WAR-2837","Warri","Glo","1","Edo","1","3G","1","1","97.24","39.74","5","0","0",0
"WAR-2839","Warri","Glo","1","Kaduna","1","4G","1","1","97.68","33.41","3","0","0",0
"WAR-2840","Warri","9mobile","1","Sokoto","1","4G","1","1","90.47","137.23","5","164","1",0
"WAR-2841","Warri","MTN","1","Edo","1","4G","1","1","98.55","20.88","5","0","0",0
"WAR-2842","Warri","Glo","2","Borno","2","4G","1","2","91.90","233.28","3","448","2",1
"WAR-2847","Warri","9mobile","1","Kogi","1","4G","1","1","86.48","194.69","4","154","1",0
"WAR-2848","Warri","9mobile","1","Akwa Ibom","1","3G","1","1","92.22","112.03","2","403","1",0
"WAR-2850","Warri","Airtel","1","Enugu","1","3G","1","1","87.24","183.74","5","145","1",0
"WAR-2854","Warri","MTN","1","Bauchi","1","4G","1","1","94.51","79.06","2","50","1",0
"WAR-2855","Warri","9mobile","1","Ogun","1","4G","1","1","98.46","22.18","5","0","0",0
"WAR-2856","Warri","Glo","1","Oyo","1","4G","1","1","93.39","95.18","4","371","1",0
"WAR-2858","Warri","Glo","2","Niger","2","3G","2","2","92.05","228.96","5","229","1",0
"WAR-2861","Warri","Airtel","2","Bauchi","2","4G","1","2","92.26","222.91","6","468","2",1
"WAR-2862","Warri","Airtel","2","Jigawa","2","3G","2","2","91.23","252.72","4","340","1",0
"WAR-2863","Warri","Glo","2","Benue","3","4G","1","3","89.38","458.93","8","606","3",1
"WAR-2864","Warri","Airtel","1","Ekiti","2","4G","1","2","88.65","327.02","7","805","2",1
"WAR-2866","Warri","9mobile","1","Oyo","1","4G","1","1","99.96","0.58","0","0","0",0
"WAR-2868","Warri","Airtel","1","Kwara","1","4G","1","1","93.89","87.98","3","219","1",0
"WAR-2870","Warri","9mobile","1","Ebonyi","1","3G","1","1","89.13","156.53","4","338","1",0
"WAR-2873","Warri","9mobile","2","Borno","3","4G","1","3","92.89","307.30","7","1020","3",1
"WAR-2874","Warri","9mobile","2","Delta","2","5G","1","2","95.87","119.09","9","212","1",0
"WAR-2876","Warri","Airtel","1","Kebbi","1","4G","1","1","97.97","29.23","5","0","0",0
"WAR-2877","Warri","Airtel","1","Yobe","1","4G","1","1","87.23","183.89","5","199","1",0
"WAR-2878","Warri","MTN","1","Niger","1","4G","1","1","89.95","144.72","0","415","1",0
"WAR-2879","Warri","MTN","1","Kebbi","1","2G","1","1","90.56","135.94","3","260","1",0
"WAR-2885","Warri","9mobile","2","Ogun","2","3G","2","2","91.87","234.29","9","875","2",1
"WAR-2888","Warri","Airtel","1","Adamawa","1","4G","1","1","85.23","212.69","0","388","1",0
"WAR-2890","Warri","Airtel","1","FCT","2","4G","1","2","91.72","238.61","8","363","1",0
"WAR-2893","Warri","Glo","1","Kano","1","4G","1","1","89.89","145.58","4","416","1",0
"WAR-2898","Warri","9mobile","1","Borno","1","4G","1","1","98.25","25.20","2","0","0",0
"WAR-2899","Warri","9mobile","1","Rivers","1","4G","1","1","97.08","42.05","4","0","0",0
"WAR-2901","Warri","Glo","1","Lagos","1","4G","1","1","99.71","4.18","0","0","0",0
"WAR-2903","Warri","9mobile","1","Kaduna","2","2G","2","2","89.90","290.88","5","642","2",1
"WAR-2904","Warri","MTN","1","Benue","1","4G","1","1","87.34","182.30","4","285","1",0
"WAR-2905","Warri","9mobile","1","Katsina","1","4G","1","1","90.36","138.82","0","158","1",0
"WAR-2906","Warri","MTN","1","Benue","1","2G","1","1","97.24","39.74","4","0","0",0
"WAR-2907","Warri","MTN","1","Ekiti","1","3G","1","1","95.83","60.05","4","0","0",0
"WAR-2908","Warri","Glo","2","Ondo","2","3G","2","2","88.74","324.44","9","679","2",1
"WAR-2909","Warri","Glo","1","Abia","2","3G","2","2","93.79","178.85","3","295","2",1
"WAR-2911","Warri","Glo","1","Cross River","1","4G","1","1","85.48","209.09","1","461","1",0
"WAR-2912","Warri","9mobile","2","Adamawa","2","4G","1","2","96.93","88.41","1","147","1",0
"WAR-2913","Warri","Glo","1","Adamawa","2","4G","1","2","96.20","109.58","6","119","1",0
"WAR-2914","Warri","9mobile","2","Imo","2","4G","1","2","87.25","367.34","7","468","2",1
"WAR-2916","Warri","9mobile","1","Kogi","1","4G","1","1","88.29","168.62","5","352","1",0
"WAR-2917","Warri","Glo","1","Benue","1","3G","1","1","94.18","83.81","2","371","1",0
"WAR-2918","Warri","9mobile","1","Gombe","1","3G","1","1","91.95","115.92","4","406","1",0
"WAR-2919","Warri","Airtel","1","Adamawa","1","3G","1","1","92.20","112.32","2","97","1",0
"WAR-2920","Warri","9mobile","1","Kogi","1","4G","1","1","95.35","66.96","5","0","0",0
"WAR-2921","Warri","9mobile","2","Ebonyi","2","3G","2","2","93.91","175.54","6","189","1",0
"WAR-2922","Warri","Airtel","1","Taraba","1","2G","1","1","95.65","62.64","1","0","0",0
"WAR-2924","Warri","9mobile","2","Kogi","2","4G","1","2","90.44","275.32","5","290","1",0
"WAR-2929","Warri","Airtel","1","Imo","1","3G","1","1","91.66","120.10","2","61","1",0
"WAR-2934","Warri","9mobile","1","Abia","1","2G","1","1","99.96","0.58","0","0","0",0
"WAR-2936","Warri","9mobile","2","Borno","2","4G","1","2","93.54","186.05","4","441","1",0
"WAR-2937","Warri","MTN","1","FCT","2","4G","1","2","85.87","407.09","4","686","2",1
"WAR-2938","Warri","Glo","2","Kano","2","4G","1","2","94.29","164.44","5","249","1",0
"WAR-2942","Warri","Glo","1","Gombe","1","4G","1","1","97.08","42.05","0","0","0",0
"WAR-2944","Warri","9mobile","1","Katsina","1","4G","1","1","88.19","170.06","0","100","1",0
"WAR-2945","Warri","9mobile","2","Benue","2","3G","2","2","87.67","355.25","6","621","2",1
"WAR-2946","Warri","MTN","1","Rivers","1","4G","1","1","92.98","101.09","5","128","1",0
"WAR-2948","Warri","MTN","1","Bayelsa","1","5G","1","1","97.73","32.69","2","0","0",0
"WAR-2950","Warri","9mobile","2","Lagos","2","4G","1","2","91.15","254.88","4","228","1",0
"WAR-2951","Warri","Airtel","1","Katsina","1","4G","1","1","99.86","2.02","0","0","0",0
"WAR-2954","Warri","9mobile","1","Enugu","1","5G","1","1","91.96","115.78","4","339","1",0
"WAR-2956","Warri","MTN","1","Gombe","1","4G","1","1","99.04","13.82","0","0","0",0
"WAR-2958","Warri","9mobile","1","Ekiti","1","4G","1","1","96.05","56.88","3","0","0",0
"WAR-2959","Warri","9mobile","1","Borno","1","3G","1","1","87.50","180.00","4","431","1",0
"WAR-2961","Warri","Airtel","1","Rivers","1","4G","1","1","98.10","27.36","5","0","0",0
"WAR-2962","Warri","9mobile","2","Edo","2","4G","1","2","88.09","343.01","8","767","2",1
"WAR-2963","Warri","9mobile","3","Kwara","3","4G","2","3","95.55","192.10","7","591","2",1
"WAR-2964","Warri","9mobile","1","Borno","1","3G","1","1","98.79","17.42","2","0","0",0
"WAR-2965","Warri","9mobile","1","Gombe","1","5G","1","1","96.72","47.23","1","0","0",0
"WAR-2966","Warri","Airtel","1","Kebbi","1","4G","1","1","88.88","160.13","1","62","1",0
"WAR-2968","Warri","9mobile","1","Niger","1","3G","1","1","89.05","157.68","2","409","1",0
"WAR-2971","Warri","MTN","1","Gombe","1","4G","1","1","87.25","183.60","2","450","1",0
"WAR-2972","Warri","Airtel","1","Lagos","1","4G","1","1","97.92","29.95","2","0","0",0
"WAR-2973","Warri","Airtel","2","Gombe","2","3G","2","2","89.75","295.34","2","466","2",1
"WAR-2975","Warri","MTN","1","Adamawa","1","4G","1","1","95.27","68.11","4","0","0",0
"WAR-2978","Warri","Airtel","1","Delta","1","5G","1","1","99.87","1.87","0","0","0",0
"WAR-2979","Warri","9mobile","3","Abia","2","4G","1","3","94.58","234.28","6","414","1",0
"WAR-2980","Warri","9mobile","1","Borno","1","3G","1","1","94.54","78.62","4","229","1",0
"WAR-2981","Warri","Airtel","2","Gombe","2","4G","1","2","86.03","402.34","6","784","2",1
"WAR-2984","Warri","Airtel","1","Ekiti","2","4G","1","2","88.84","321.40","3","522","2",1
"WAR-2986","Warri","Airtel","1","Lagos","1","3G","1","1","86.49","194.54","2","303","1",0
"WAR-2987","Warri","Airtel","2","Ondo","2","4G","1","3","95.27","204.19","8","475","1",0
"WAR-2988","Warri","Airtel","2","Benue","2","4G","1","2","89.33","307.30","1","620","2",1
"WAR-2989","Warri","9mobile","1","Taraba","1","4G","1","1","91.61","120.82","4","226","1",0
"WAR-2994","Warri","Airtel","1","Kwara","1","3G","1","1","99.18","11.81","0","0","0",0
"WAR-2995","Warri","9mobile","1","Anambra","1","3G","1","1","85.58","207.65","5","159","1",0
"WAR-2997","Warri","MTN","1","Nasarawa","1","4G","1","1","96.74","46.94","2","0","0",0
"WAR-2998","Warri","Airtel","1","Borno","1","3G","1","1","97.64","33.98","4","0","0",0
"WAR-2999","Warri","Airtel","2","Ebonyi","2","3G","2","2","90.60","270.72","7","684","2",1
"WAR-3000","Warri","Airtel","1","Ondo","1","4G","1","1","93.73","90.29","1","118","1",0
"WAR-3001","Warri","9mobile","1","Bauchi","2","2G","2","2","94.93","146.01","4","145","1",0
"WAR-3009","Warri","9mobile","1","Kano","1","4G","1","1","93.02","100.51","4","55","1",0
"WAR-3013","Warri","MTN","1","Niger","1","3G","1","1","90.68","134.21","4","138","1",0
"WAR-3014","Warri","9mobile","2","Cross River","3","3G","2","3","90.30","419.04","8","342","2",1
"WAR-3015","Warri","9mobile","2","Kebbi","2","3G","2","2","90.36","277.78","4","274","2",1
"WAR-3018","Warri","Airtel","2","Cross River","2","3G","2","2","91.63","241.06","5","463","1",0
"WAR-3019","Warri","9mobile","3","Abia","3","2G","2","3","87.90","522.87","12","918","3",1
"WAR-3021","Warri","9mobile","2","Niger","2","4G","1","2","90.03","287.28","6","545","2",1
"WAR-3025","Warri","9mobile","1","Oyo","1","4G","1","1","91.72","119.23","5","322","1",0
"WAR-3026","Warri","9mobile","1","Kebbi","1","4G","1","1","92.26","111.46","3","247","1",0
"WAR-3028","Warri","MTN","1","Akwa Ibom","1","4G","1","1","97.92","29.95","0","0","0",0
"WAR-3032","Warri","9mobile","2","FCT","2","4G","1","2","96.60","97.92","3","160","1",0
"WAR-3033","Warri","Airtel","1","Ebonyi","1","5G","1","1","88.14","170.78","0","59","1",0
"WAR-3035","Warri","9mobile","1","Abia","1","3G","1","1","91.84","117.50","0","308","1",0
"WAR-3037","Warri","9mobile","1","Abia","1","4G","1","1","97.34","38.30","1","0","0",0
"WAR-3038","Warri","Airtel","1","Kwara","1","4G","1","1","93.45","94.32","0","200","1",0
"WAR-3039","Warri","Airtel","1","Osun","1","4G","1","1","97.29","39.02","4","0","0",0
"WAR-3041","Warri","Airtel","3","Akwa Ibom","3","4G","2","3","91.23","379.00","6","237","2",1
"WAR-3042","Warri","MTN","1","Kano","1","4G","1","1","99.62","5.47","0","0","0",0
"WAR-3044","Warri","Glo","2","Ogun","2","4G","2","2","92.99","201.89","10","227","1",0
"WAR-3045","Warri","Glo","1","Osun","1","4G","1","1","95.25","68.40","5","0","0",0
"WAR-3047","Warri","9mobile","2","Benue","2","4G","1","2","98.04","56.45","1","0","0",0
"WAR-3048","Warri","9mobile","2","Delta","2","3G","2","2","96.94","88.13","0","206","1",0
"WAR-3049","Warri","Glo","1","Enugu","1","4G","1","1","87.48","180.29","0","416","1",0
"WAR-3053","Warri","9mobile","3","Delta","3","4G","2","3","88.73","486.72","15","766","3",1
"WAR-3054","Warri","Glo","1","Edo","1","4G","1","1","85.34","211.10","1","278","1",0
"WAR-3055","Warri","MTN","1","Kaduna","1","4G","1","1","88.16","170.50","0","144","1",0
"WAR-3060","Warri","Glo","1","FCT","1","4G","1","1","88.50","165.60","2","121","1",0
"WAR-3061","Warri","9mobile","1","Niger","1","4G","1","1","93.40","95.04","0","298","1",0
"WAR-3062","Warri","9mobile","1","Edo","1","4G","1","1","94.41","80.50","5","348","1",0
"WAR-3063","Warri","MTN","1","Kano","1","4G","1","1","93.73","90.29","1","498","1",0
"WAR-3064","Warri","9mobile","1","Nasarawa","1","4G","1","1","99.71","4.18","0","0","0",0
"WAR-3065","Warri","MTN","1","Ogun","1","4G","1","1","94.70","76.32","4","186","1",0
"WAR-3068","Warri","Airtel","1","Cross River","1","4G","1","1","95.75","61.20","4","0","0",0
"WAR-3069","Warri","Glo","1","Zamfara","1","3G","1","1","98.00","28.80","4","0","0",0
"WAR-3070","Warri","MTN","1","Ondo","1","3G","1","1","97.11","41.62","4","0","0",0
"WAR-3071","Warri","Airtel","1","Bauchi","1","2G","1","1","89.92","145.15","1","369","1",0
"WAR-3072","Warri","MTN","3","FCT","3","4G","2","4","89.36","613.00","7","583","4",1
"WAR-3073","Warri","9mobile","1","Osun","1","3G","1","1","90.99","129.74","2","260","1",0
"WAR-3076","Warri","Airtel","1","Jigawa","1","4G","1","1","91.97","115.63","0","337","1",0
"WAR-3079","Warri","9mobile","2","Imo","2","3G","2","2","92.32","221.19","3","264","1",0
"WAR-3080","Warri","Glo","1","FCT","1","3G","1","1","91.03","129.17","0","181","1",0
"WAR-3081","Warri","MTN","1","Anambra","1","3G","1","1","87.87","174.67","1","416","1",0
"WAR-3087","Warri","MTN","1","FCT","1","4G","1","1","98.19","26.06","5","0","0",0
"WAR-3089","Warri","Glo","1","FCT","1","4G","1","1","98.20","25.92","1","0","0",0
"WAR-3090","Warri","Airtel","1","Cross River","1","4G","1","1","91.68","119.81","2","326","1",0
"WAR-3093","Warri","Glo","1","Kano","1","4G","1","1","85.07","214.99","2","139","1",0
"WAR-3096","Warri","9mobile","2","Imo","2","4G","1","2","89.14","312.77","2","469","2",1
"WAR-3097","Warri","9mobile","2","Ekiti","2","3G","2","2","89.06","315.07","3","508","2",1
"WAR-3099","Warri","Airtel","1","Kano","1","3G","1","1","99.59","5.90","0","0","0",0
"WAR-3100","Warri","9mobile","2","Akwa Ibom","2","4G","2","2","92.12","227.09","6","597","2",1
"WAR-3102","Warri","Glo","3","Ebonyi","4","4G","3","4","91.30","501.27","5","872","3",1
"WAR-3105","Warri","9mobile","2","Adamawa","2","4G","2","2","91.34","249.41","6","334","1",0
"WAR-3108","Warri","9mobile","1","Ekiti","1","3G","1","1","98.67","19.15","1","0","0",0
"WAR-3109","Warri","Glo","1","Gombe","1","4G","1","1","90.73","133.49","0","488","1",0
"WAR-3110","Warri","MTN","1","Benue","1","3G","1","1","88.11","171.22","1","192","1",0
"WAR-3114","Warri","Airtel","1","Lagos","1","4G","1","1","89.08","157.25","3","199","1",0
"WAR-3119","Warri","Airtel","1","Ogun","1","4G","1","1","86.88","188.93","5","332","1",0
"WAR-3120","Warri","MTN","1","Osun","1","2G","1","1","96.71","47.38","1","0","0",0
"WAR-3122","Warri","9mobile","2","Jigawa","2","2G","2","2","92.41","218.74","1","96","1",0
"WAR-3123","Warri","Glo","1","Sokoto","1","4G","1","1","91.31","125.14","4","133","1",0
"WAR-3125","Warri","9mobile","3","Kebbi","3","3G","2","3","94.10","255.03","10","451","1",0
"WAR-3130","Warri","9mobile","2","Benue","2","2G","2","2","87.17","369.50","4","288","2",1
"WAR-3131","Warri","Glo","1","Kogi","1","3G","1","1","88.38","167.33","0","257","1",0
"WAR-3132","Warri","9mobile","1","Ogun","1","4G","1","1","86.23","198.29","0","57","1",0
"WAR-3133","Warri","Glo","1","Zamfara","1","4G","1","1","87.69","177.26","1","164","1",0
"WAR-3134","Warri","9mobile","2","Nasarawa","1","3G","1","2","94.67","153.65","4","269","1",0
"WAR-3136","Warri","9mobile","1","Kebbi","1","2G","1","1","92.54","107.42","2","243","1",0
"WAR-3137","Warri","MTN","1","Nasarawa","1","4G","1","1","98.67","19.15","3","0","0",0
"WAR-3138","Warri","Airtel","1","Oyo","1","4G","1","1","93.50","93.60","1","205","1",0
"WAR-3140","Warri","9mobile","2","Sokoto","2","4G","2","2","86.00","403.34","2","718","2",1
"WAR-3141","Warri","Airtel","1","Borno","2","4G","1","2","98.04","56.59","2","0","0",0
"WAR-3142","Warri","Glo","1","Akwa Ibom","1","4G","1","1","95.69","62.06","0","0","0",0
"WAR-3143","Warri","9mobile","1","Imo","1","4G","1","1","96.17","55.15","5","0","0",0
"WAR-3144","Warri","9mobile","1","Kano","1","3G","1","1","86.09","200.30","5","266","1",0
"WAR-3145","Warri","Glo","1","Cross River","1","4G","1","1","99.54","6.62","0","0","0",0
"WAR-3147","Warri","Glo","1","Sokoto","1","4G","1","1","97.27","39.31","2","0","0",0
"WAR-3149","Warri","9mobile","2","Sokoto","2","4G","1","2","89.60","299.66","2","200","2",1
"WAR-3150","Warri","Airtel","2","Bayelsa","2","3G","2","2","91.24","252.28","5","687","2",1
"WAR-3152","Warri","9mobile","1","Katsina","1","4G","1","1","98.59","20.30","3","0","0",0
"WAR-3154","Warri","Glo","2","Imo","3","4G","2","3","92.78","311.75","6","293","2",1
"WAR-3157","Warri","9mobile","1","Kogi","1","4G","1","1","88.43","166.61","4","203","1",0
"WAR-3158","Warri","9mobile","1","Borno","1","4G","1","1","95.31","67.54","4","0","0",0
"WAR-3160","Warri","9mobile","1","Ebonyi","1","4G","1","1","91.62","120.67","2","255","1",0
"WAR-3161","Warri","Airtel","2","Benue","2","4G","1","2","90.55","272.31","7","451","2",1
"WAR-3162","Warri","MTN","1","Benue","1","4G","1","1","97.75","32.40","4","0","0",0
"WAR-3164","Warri","MTN","1","Cross River","1","4G","1","1","93.86","88.42","5","335","1",0
"WAR-3165","Warri","Glo","1","Jigawa","1","3G","1","1","96.30","53.28","4","0","0",0
"WAR-3172","Warri","9mobile","1","Jigawa","1","4G","1","1","99.83","2.45","0","0","0",0
"WAR-3173","Warri","Airtel","2","Kaduna","2","3G","2","2","95.17","139.10","3","118","1",0
"WAR-3178","Warri","Airtel","1","Benue","2","4G","1","2","93.38","190.80","1","410","1",0
"WAR-3179","Warri","MTN","1","Zamfara","1","2G","1","1","92.92","101.95","0","369","1",0
"WAR-3183","Warri","9mobile","1","Yobe","1","4G","1","1","88.45","166.32","4","57","1",0
"WAR-3184","Warri","Airtel","1","Borno","2","3G","2","2","93.66","182.59","2","323","2",1
"WAR-3185","Warri","MTN","1","Zamfara","1","3G","1","1","89.83","146.45","1","305","1",0
"WAR-3187","Warri","Airtel","1","Yobe","1","4G","1","1","99.56","6.34","0","0","0",0
"WAR-3188","Warri","Glo","2","Ekiti","2","4G","2","2","89.75","295.20","10","690","2",1
"WAR-3191","Warri","Airtel","2","Bayelsa","2","4G","1","2","91.99","230.69","6","414","1",0
"WAR-3192","Warri","Airtel","2","Kogi","2","4G","1","2","90.22","281.66","6","486","2",1
"WAR-3193","Warri","MTN","1","Borno","1","3G","1","1","91.63","120.53","1","157","1",0
"WAR-3194","Warri","9mobile","1","Edo","1","4G","1","1","99.42","8.35","0","0","0",0
"WAR-3195","Warri","9mobile","1","Rivers","1","4G","1","1","95.79","60.62","4","0","0",0
"WAR-3196","Warri","Glo","2","Borno","3","4G","2","3","92.17","338.11","5","761","2",1
"WAR-3198","Warri","9mobile","1","Kwara","1","2G","1","1","85.85","203.76","0","323","1",0
"WAR-3200","Warri","9mobile","1","Borno","1","4G","1","1","91.13","127.73","4","318","1",0
"WAR-3203","Warri","Airtel","1","Nasarawa","1","4G","1","1","92.69","105.26","2","417","1",0
"WAR-3205","Warri","MTN","1","Ekiti","1","3G","1","1","88.74","162.14","3","414","1",0
"WAR-3206","Warri","Glo","1","Zamfara","1","4G","1","1","97.96","29.38","1","0","0",0
"WAR-3207","Warri","Glo","1","Enugu","1","3G","1","1","99.74","3.74","0","0","0",0
"WAR-3209","Warri","Airtel","1","Adamawa","1","4G","1","1","99.60","5.76","0","0","0",0
"WAR-3211","Warri","MTN","1","Edo","2","2G","2","2","88.87","320.68","3","580","2",1
"WAR-3212","Warri","9mobile","1","Gombe","1","4G","1","1","88.90","159.84","4","108","1",0
"WAR-3213","Warri","MTN","1","Taraba","1","4G","1","1","90.28","139.97","5","167","1",0
"WAR-3215","Warri","Airtel","1","Jigawa","1","4G","1","1","97.66","33.70","1","0","0",0
"WAR-3217","Warri","Glo","1","Imo","1","3G","1","1","96.90","44.64","4","0","0",0
"WAR-3219","Warri","9mobile","4","Benue","4","4G","1","4","90.87","526.03","7","404","3",1
"WAR-3221","Warri","Airtel","1","Kaduna","1","4G","1","1","97.17","40.75","0","0","0",0
"WAR-3226","Warri","9mobile","2","Kogi","2","2G","2","2","87.10","371.52","1","228","2",1
"WAR-3227","Warri","Airtel","3","Anambra","3","4G","2","3","93.16","295.63","8","670","2",1
"WAR-3229","Warri","MTN","1","Katsina","1","4G","1","1","99.71","4.18","0","0","0",0
"WAR-3231","Warri","Airtel","1","Edo","1","4G","1","1","97.57","34.99","4","0","0",0
"WAR-3233","Warri","9mobile","2","Bauchi","2","4G","1","2","93.57","185.33","4","218","1",0
"WAR-3235","Warri","Glo","1","Rivers","1","4G","1","1","89.36","153.22","5","127","1",0
"WAR-3236","Warri","Airtel","2","Abia","2","3G","2","2","92.87","205.34","3","432","2",1
"WAR-3237","Warri","MTN","1","Lagos","1","4G","1","1","86.77","190.51","2","206","1",0
"WAR-3238","Warri","Airtel","2","Imo","2","4G","1","2","94.95","145.59","10","396","1",0
"WAR-3239","Warri","9mobile","3","Akwa Ibom","3","3G","2","3","94.08","255.74","7","352","1",0
"WAR-3242","Warri","Glo","2","Akwa Ibom","2","4G","1","2","94.67","153.50","1","498","1",0
"WAR-3245","Warri","Airtel","1","Delta","1","4G","1","1","96.75","46.80","1","0","0",0
"WAR-3246","Warri","9mobile","1","Anambra","2","3G","2","2","94.38","162.00","2","449","1",0
"WAR-3247","Warri","MTN","1","Kaduna","2","2G","2","2","93.10","198.72","6","175","1",0
"WAR-3256","Warri","Glo","1","Ogun","1","4G","1","1","88.43","166.61","5","441","1",0
"WAR-3257","Warri","Glo","2","Adamawa","3","4G","2","3","92.18","337.82","12","593","2",1
"WAR-3260","Warri","9mobile","1","Kebbi","2","3G","2","2","94.73","151.92","2","98","1",0
"WAR-3261","Warri","Airtel","2","Anambra","2","4G","1","2","96.04","114.05","2","378","1",0
"WAR-3263","Warri","Airtel","2","Anambra","3","4G","1","4","93.77","358.70","6","815","3",1
"WAR-3266","Warri","Airtel","2","Kebbi","2","4G","1","2","96.98","86.98","0","333","1",0
"WAR-3269","Warri","9mobile","1","Taraba","1","5G","1","1","95.35","66.96","4","0","0",0
"WAR-3272","Warri","MTN","1","Edo","2","4G","1","2","93.33","192.24","5","329","1",0
"WAR-3273","Warri","Airtel","1","Anambra","1","5G","1","1","99.78","3.17","0","0","0",0
"WAR-3274","Warri","Airtel","1","Ekiti","1","4G","1","1","93.26","97.06","3","85","1",0
"WAR-3276","Warri","Airtel","1","Kebbi","1","4G","1","1","86.75","190.80","1","83","1",0
"WAR-3277","Warri","MTN","1","Niger","1","4G","1","1","99.62","5.47","0","0","0",0
"WAR-3278","Warri","9mobile","1","Kogi","2","3G","2","2","97.55","70.56","5","0","0",0
"WAR-3279","Warri","MTN","1","Bayelsa","1","4G","1","1","91.14","127.58","4","174","1",0
"WAR-3280","Warri","Airtel","1","Kebbi","1","4G","1","1","99.28","10.37","0","0","0",0
"WAR-3281","Warri","Airtel","1","Enugu","1","4G","1","1","87.49","180.14","4","165","1",0
"WAR-3282","Warri","9mobile","2","Enugu","2","4G","1","2","98.65","38.88","1","0","0",0
"WAR-3285","Warri","Airtel","2","Delta","2","4G","1","2","94.86","148.18","5","320","1",0
"WAR-3287","Warri","9mobile","1","Nasarawa","1","4G","1","1","99.90","1.44","0","0","0",0
"WAR-3291","Warri","MTN","1","Osun","1","4G","1","1","91.63","120.53","1","275","1",0
"WAR-3293","Warri","Glo","1","Yobe","1","4G","1","1","88.77","161.71","1","50","1",0
"WAR-3294","Warri","9mobile","1","Delta","1","4G","1","1","99.85","2.16","0","0","0",0
"WAR-3295","Warri","9mobile","2","Benue","2","3G","2","2","95.63","126.00","4","390","1",0
"WAR-3300","Warri","Airtel","1","Delta","1","4G","1","1","87.24","183.74","2","343","1",0
"WAR-3303","Warri","9mobile","1","Nasarawa","1","4G","1","1","97.99","28.94","5","0","0",0
"WAR-3305","Warri","Airtel","1","FCT","1","3G","1","1","89.04","157.82","4","450","1",0
"WAR-3308","Warri","Glo","2","Edo","3","3G","2","3","87.35","546.48","7","738","3",1
"WAR-3310","Warri","Airtel","1","Sokoto","1","4G","1","1","93.07","99.79","0","223","1",0
"WAR-3312","Warri","9mobile","1","Cross River","1","3G","1","1","86.95","187.92","2","163","1",0
"WAR-3313","Warri","Glo","1","Kwara","1","4G","1","1","89.38","152.93","1","263","1",0
"WAR-3314","Warri","Airtel","1","Bauchi","1","4G","1","1","97.59","34.70","3","0","0",0
"WAR-3315","Warri","Airtel","1","Taraba","1","3G","1","1","99.54","6.62","0","0","0",0
"WAR-3316","Warri","9mobile","4","Gombe","4","4G","2","4","92.19","450.14","6","1125","3",1
"WAR-3317","Warri","9mobile","2","Ekiti","2","4G","1","2","90.33","278.64","8","500","2",1
"WAR-3321","Warri","MTN","1","Sokoto","1","4G","1","1","87.95","173.52","1","201","1",0
"WAR-3322","Warri","9mobile","1","Kebbi","1","4G","1","1","86.40","195.84","2","452","1",0
"WAR-3324","Warri","MTN","1","Nasarawa","1","4G","1","1","93.89","87.98","2","284","1",0
"WAR-3325","Warri","Airtel","2","Ogun","2","3G","2","2","91.76","237.31","2","346","1",0
"WAR-3326","Warri","MTN","1","Taraba","1","4G","1","1","85.10","214.56","3","492","1",0
