tower_id,date,operator,city,state,uptime_percentage,downtime_minutes,outage_count,outage_reason,network_type,avg_users_affected
ABE-1346,2025-09-28,9mobile,Abeokuta,Ondo,88.5,165.6,5,power_failure,4G,236
IBA-5598,2025-09-05,MTN,Ibadan,Ondo,98.72,18.43,1,,4G,0
ABU-8418,2025-10-01,MTN,Abuja,Ondo,90.83,132.05,0,equipment_fault,5G,416
WAR-2645,2025-09-04,9mobile,Warri,Jigawa,86.29,197.42,3,equipment_fault,4G,455
ABA-6390,2025-09-20,Glo,Aba,Kogi,89.97,144.43,0,power_failure,4G,174
ONI-2335,2025-09-01,Glo,Onitsha,Niger,99.45,7.92,0,,3G,0
ABE-4800,2025-09-17,9mobile,Abeokuta,Osun,99.15,12.24,0,,3G,0
ABA-6022,2025-09-17,9mobile,Aba,Ebonyi,97.99,28.94,2,,4G,0
WAR-7015,2025-09-14,MTN,Warri,Anambra,91.37,124.27,4,equipment_fault,4G,350
ABU-4508,2025-09-19,9mobile,Abuja,Rivers,94.68,76.61,3,weather,4G,158
BEN-9995,2025-09-23,Airtel,Benin City,Ondo,91.34,124.7,5,weather,3G,363
CAL-7438,2025-09-26,Glo,Calabar,Taraba,96.04,57.02,4,,3G,0
IBA-4574,2025-09-25,Airtel,Ibadan,Adamawa,93.84,88.7,4,fiber_cut,4G,420
KAN-4386,2025-09-08,Glo,Kano,Kogi,85.02,215.71,3,weather,3G,179
WAR-7770,2025-09-18,MTN,Warri,Borno,97.41,37.3,0,,4G,0
ABA-8767,2025-09-28,Airtel,Aba,Ebonyi,90.97,130.03,5,maintenance,3G,268
WAR-3337,2025-09-21,9mobile,Warri,Enugu,88.49,165.74,4,equipment_fault,3G,144
ONI-6324,2025-09-05,9mobile,Onitsha,Adamawa,95.61,63.22,4,,4G,0
KAN-7005,2025-09-15,Glo,Kano,Ebonyi,99.16,12.1,0,,3G,0
WAR-1120,2025-09-27,Glo,Warri,Plateau,87.37,181.87,3,equipment_fault,4G,445
ONI-8362,2025-09-14,Airtel,Onitsha,Kwara,96.2,54.72,0,,4G,0
BEN-6074,2025-09-19,MTN,Benin City,Borno,97.82,31.39,4,,3G,0
ABA-4979,2025-09-30,MTN,Aba,Enugu,98.4,23.04,2,,3G,0
ABE-2656,2025-09-27,MTN,Abeokuta,Borno,92.52,107.71,5,power_failure,4G,180
WAR-9398,2025-09-05,MTN,Warri,Abia,89.5,151.2,0,weather,4G,107
ABE-8913,2025-09-16,9mobile,Abeokuta,Adamawa,89.57,150.19,3,power_failure,4G,388
KAD-3736,2025-09-13,Airtel,Kaduna,Imo,93.25,97.2,1,weather,4G,377
POR-2301,2025-09-25,MTN,Port Harcourt,Niger,95.24,68.54,5,,4G,0
LAG-5338,2025-09-14,Glo,Lagos,Gombe,92.39,109.58,3,power_failure,4G,98
ABA-7471,2025-09-20,Airtel,Aba,Ekiti,99.39,8.78,0,,4G,0
WAR-4569,2025-09-13,9mobile,Warri,Zamfara,94.09,85.1,2,power_failure,4G,461
ENU-5508,2025-09-16,Glo,Enugu,Abia,96.36,52.42,4,,4G,0
ABE-3349,2025-09-10,9mobile,Abeokuta,Kebbi,95.35,66.96,2,,4G,0
WAR-1489,2025-09-10,9mobile,Warri,Gombe,90.68,134.21,1,power_failure,4G,442
KAD-3770,2025-09-04,Airtel,Kaduna,Osun,95.7,61.92,2,,5G,0
POR-7732,2025-09-07,Airtel,Port Harcourt,Sokoto,86.63,192.53,1,maintenance,4G,406
ILO-8282,2025-09-30,MTN,Ilorin,Katsina,85.61,207.22,2,power_failure,2G,439
ABA-7214,2025-09-14,9mobile,Aba,Benue,98.52,21.31,0,,4G,0
CAL-6072,2025-09-02,Glo,Calabar,Katsina,89.59,149.9,3,power_failure,3G,283
KAD-7245,2025-09-12,Glo,Kaduna,Benue,93.2,97.92,4,equipment_fault,4G,395
KAD-8011,2025-10-01,MTN,Kaduna,Katsina,96.02,57.31,5,,4G,0
ONI-5559,2025-09-03,Glo,Onitsha,Bauchi,98.46,22.18,2,,4G,0
BEN-3955,2025-09-01,Airtel,Benin City,Bauchi,85.31,211.54,2,power_failure,4G,264
LAG-8624,2025-09-04,MTN,Lagos,Rivers,92.26,111.46,0,power_failure,4G,427
KAN-2918,2025-09-23,9mobile,Kano,Rivers,96.96,43.78,4,,4G,0
ABA-6676,2025-09-14,9mobile,Aba,Kano,93.23,97.49,0,maintenance,4G,353
ILO-4029,2025-09-13,Glo,Ilorin,FCT,88.55,164.88,1,equipment_fault,4G,136
LAG-2074,2025-09-23,MTN,Lagos,Ekiti,93.52,93.31,5,fiber_cut,5G,71
KAD-8562,2025-09-28,MTN,Kaduna,Taraba,91.18,127.01,2,fiber_cut,3G,157
ENU-3756,2025-09-23,9mobile,Enugu,Oyo,89.45,151.92,4,maintenance,3G,94
POR-5808,2025-09-13,MTN,Port Harcourt,Kaduna,89.22,155.23,2,power_failure,3G,286
CAL-8962,2025-09-30,Airtel,Calabar,Ogun,98.55,20.88,3,,4G,0
BEN-8139,2025-09-19,MTN,Benin City,Anambra,98.79,17.42,4,,4G,0
LAG-3655,2025-09-28,Airtel,Lagos,Lagos,90.82,132.19,5,maintenance,3G,286
POR-9303,2025-09-24,Glo,Port Harcourt,Cross River,98.46,22.18,3,,3G,0
JOS-1713,2025-09-07,MTN,Jos,Osun,94.54,78.62,1,power_failure,4G,131
JOS-8548,2025-09-24,Airtel,Jos,Osun,93.17,98.35,1,power_failure,5G,108
KAD-1363,2025-09-12,9mobile,Kaduna,Zamfara,99.82,2.59,0,,4G,0
ENU-5494,2025-09-08,MTN,Enugu,Jigawa,95.3,67.68,0,,4G,0
ABA-7354,2025-09-03,MTN,Aba,Ebonyi,93.76,89.86,1,weather,3G,146
BEN-7363,2025-09-03,9mobile,Benin City,Kano,89.43,152.21,5,fiber_cut,4G,286
ABU-2764,2025-09-24,MTN,Abuja,Oyo,94.07,85.39,3,power_failure,3G,315
CAL-5528,2025-09-28,Airtel,Calabar,Anambra,87.81,175.54,3,power_failure,4G,489
ONI-3575,2025-09-10,Glo,Onitsha,Bauchi,87.76,176.26,2,equipment_fault,4G,121
IBA-2689,2025-09-13,9mobile,Ibadan,Sokoto,97.55,35.28,1,,3G,0
JOS-9191,2025-09-05,9mobile,Jos,Imo,97.5,36.0,2,,4G,0
KAD-8267,2025-09-06,Glo,Kaduna,FCT,99.74,3.74,0,,3G,0
IBA-5972,2025-09-24,MTN,Ibadan,Plateau,89.62,149.47,2,equipment_fault,4G,237
WAR-3522,2025-09-10,MTN,Warri,Akwa Ibom,95.84,59.9,3,,3G,0
BEN-5155,2025-09-17,Glo,Benin City,Plateau,98.2,25.92,0,,4G,0
ABU-8980,2025-09-24,Glo,Abuja,Delta,94.84,74.3,2,maintenance,4G,382
CAL-5058,2025-09-26,Glo,Calabar,Niger,90.7,133.92,0,equipment_fault,4G,308
KAD-5016,2025-09-27,MTN,Kaduna,FCT,91.14,127.58,3,power_failure,4G,96
BEN-8055,2025-09-30,9mobile,Benin City,Taraba,89.31,153.94,1,weather,4G,382
ABA-3322,2025-10-01,Glo,Aba,Plateau,85.44,209.66,3,maintenance,2G,51
ABA-8933,2025-09-26,Airtel,Aba,Kogi,87.62,178.27,0,equipment_fault,5G,322
ENU-4355,2025-09-09,Airtel,Enugu,Enugu,99.63,5.33,0,,5G,0
ABA-5010,2025-09-16,9mobile,Aba,Ondo,87.96,173.38,1,equipment_fault,4G,478
KAN-1625,2025-09-07,9mobile,Kano,Enugu,96.1,56.16,2,,4G,0
BEN-6425,2025-09-14,MTN,Benin City,Katsina,88.9,159.84,4,weather,3G,482
KAD-6825,2025-09-11,Glo,Kaduna,Kogi,93.38,95.33,3,equipment_fault,4G,287
ENU-6608,2025-09-22,Airtel,Enugu,Kebbi,94.21,83.38,4,power_failure,4G,260
POR-6685,2025-09-30,Glo,Port Harcourt,Zamfara,97.02,42.91,5,,3G,0
CAL-2301,2025-09-21,Airtel,Calabar,Akwa Ibom,85.94,202.46,5,weather,4G,213
KAD-6469,2025-09-12,Glo,Kaduna,Enugu,93.58,92.45,2,power_failure,4G,232
ILO-1319,2025-09-01,MTN,Ilorin,Edo,87.94,173.66,1,maintenance,4G,446
POR-9838,2025-09-28,MTN,Port Harcourt,Imo,94.76,75.46,4,equipment_fault,4G,481
IBA-6477,2025-10-01,9mobile,Ibadan,Osun,85.94,202.46,3,power_failure,4G,251
POR-8254,2025-09-29,Glo,Port Harcourt,Imo,90.61,135.22,4,power_failure,4G,169
JOS-7058,2025-09-25,Airtel,Jos,Kogi,91.92,116.35,3,fiber_cut,4G,307
KAD-5996,2025-09-29,Glo,Kaduna,Kaduna,89.64,149.18,2,equipment_fault,4G,90
KAD-9894,2025-09-02,Glo,Kaduna,Benue,90.28,139.97,4,power_failure,4G,310
BEN-2231,2025-09-18,Glo,Benin City,Katsina,93.03,100.37,2,power_failure,4G,179
CAL-8575,2025-09-07,MTN,Calabar,Kaduna,98.0,28.8,4,,5G,0
POR-1069,2025-09-20,Airtel,Port Harcourt,Adamawa,94.75,75.6,4,weather,3G,234
ABA-6190,2025-09-18,9mobile,Aba,Ondo,90.42,137.95,0,power_failure,5G,107
KAN-1765,2025-09-20,Glo,Kano,Cross River,87.37,181.87,4,power_failure,4G,232
JOS-1586,2025-09-06,Airtel,Jos,Kogi,87.86,174.82,4,equipment_fault,4G,352
IBA-6535,2025-09-24,MTN,Ibadan,Yobe,87.62,178.27,2,equipment_fault,4G,187
JOS-1543,2025-09-29,Airtel,Jos,Imo,86.96,187.78,2,equipment_fault,3G,90
ABA-2109,2025-09-15,MTN,Aba,FCT,98.12,27.07,5,,5G,0
ONI-1811,2025-09-12,MTN,Onitsha,Osun,97.46,36.58,4,,4G,0
KAD-8678,2025-09-14,Airtel,Kaduna,Jigawa,89.98,144.29,4,equipment_fault,3G,217
ILO-8680,2025-09-26,MTN,Ilorin,Sokoto,93.43,94.61,4,power_failure,3G,321
ABE-9467,2025-09-22,MTN,Abeokuta,Katsina,99.65,5.04,0,,4G,0
BEN-8773,2025-09-03,Airtel,Benin City,Imo,93.82,88.99,4,equipment_fault,4G,433
KAN-1602,2025-09-12,Glo,Kano,Enugu,98.91,15.7,2,,4G,0
ILO-1465,2025-09-14,MTN,Ilorin,Kogi,97.09,41.9,3,,5G,0
IBA-4602,2025-09-20,MTN,Ibadan,Imo,93.94,87.26,4,equipment_fault,4G,95
ABU-4796,2025-09-19,Airtel,Abuja,Rivers,91.5,122.4,2,power_failure,4G,62
WAR-8986,2025-09-24,Airtel,Warri,Delta,92.97,101.23,3,equipment_fault,4G,324
ILO-2431,2025-09-15,Glo,Ilorin,Delta,98.24,25.34,0,,3G,0
KAD-3386,2025-09-29,Airtel,Kaduna,Kwara,88.24,169.34,1,fiber_cut,4G,102
ABE-4825,2025-09-25,Airtel,Abeokuta,Kaduna,85.91,202.9,5,power_failure,3G,423
ENU-8778,2025-09-12,MTN,Enugu,Ogun,96.61,48.82,2,,3G,0
WAR-5606,2025-09-22,MTN,Warri,Abia,94.81,74.74,1,maintenance,4G,278
ONI-5463,2025-09-29,Airtel,Onitsha,FCT,99.12,12.67,0,,4G,0
BEN-2792,2025-09-08,Airtel,Benin City,Delta,86.27,197.71,2,power_failure,3G,493
ABU-1908,2025-09-03,Glo,Abuja,Ondo,85.46,209.38,4,maintenance,4G,461
POR-6716,2025-09-28,MTN,Port Harcourt,Cross River,90.3,139.68,2,power_failure,4G,317
BEN-9130,2025-09-24,MTN,Benin City,Akwa Ibom,89.75,147.6,1,power_failure,4G,350
JOS-3335,2025-09-02,Glo,Jos,Abia,93.26,97.06,3,power_failure,5G,133
LAG-7121,2025-09-12,Glo,Lagos,Adamawa,94.63,77.33,1,fiber_cut,4G,374
ABU-8673,2025-09-25,MTN,Abuja,Kebbi,100.0,0.0,0,,4G,0
KAD-1258,2025-10-01,Airtel,Kaduna,Sokoto,96.72,47.23,4,,4G,0
LAG-6791,2025-09-17,9mobile,Lagos,Sokoto,97.56,35.14,2,,3G,0
ONI-1681,2025-09-02,9mobile,Onitsha,Ekiti,86.25,198.0,3,power_failure,3G,192
KAD-5098,2025-09-12,Airtel,Kaduna,Osun,95.77,60.91,3,,3G,0
ABE-2024,2025-09-22,9mobile,Abeokuta,Sokoto,91.24,126.14,5,equipment_fault,4G,165
IBA-9299,2025-09-09,9mobile,Ibadan,Nasarawa,97.06,42.34,2,,4G,0
ABU-1642,2025-09-03,MTN,Abuja,Ebonyi,96.09,56.3,0,,3G,0
ABA-4478,2025-09-21,MTN,Aba,Abia,85.92,202.75,5,fiber_cut,4G,116
ILO-7806,2025-09-02,MTN,Ilorin,Nasarawa,85.33,211.25,2,power_failure,4G,204
ABE-6486,2025-09-22,9mobile,Abeokuta,Osun,93.5,93.6,2,equipment_fault,4G,80
LAG-3533,2025-09-05,MTN,Lagos,Taraba,95.49,64.94,3,,4G,0
ONI-4772,2025-09-22,Airtel,Onitsha,Taraba,88.03,172.37,0,equipment_fault,4G,441
JOS-2624,2025-09-25,Airtel,Jos,Plateau,88.29,168.62,2,equipment_fault,4G,426
IBA-8884,2025-09-24,9mobile,Ibadan,Imo,89.42,152.35,4,fiber_cut,4G,333
KAN-2285,2025-09-28,9mobile,Kano,Ondo,95.8,60.48,0,,4G,0
IBA-3343,2025-09-10,Airtel,Ibadan,Borno,94.18,83.81,5,equipment_fault,4G,95
CAL-6097,2025-09-30,MTN,Calabar,Bauchi,87.17,184.75,4,fiber_cut,4G,333
KAD-2568,2025-09-10,Airtel,Kaduna,Niger,97.7,33.12,0,,2G,0
ABA-9354,2025-09-28,9mobile,Aba,Kwara,89.29,154.22,4,power_failure,4G,254
ABA-7535,2025-09-23,MTN,Aba,Delta,94.72,76.03,4,maintenance,4G,495
ABU-7473,2025-09-18,Glo,Abuja,Ondo,92.84,103.1,2,power_failure,3G,418
KAN-8604,2025-09-25,Airtel,Kano,Osun,92.6,106.56,0,equipment_fault,4G,207
KAD-3985,2025-09-06,9mobile,Kaduna,Kaduna,90.52,136.51,1,maintenance,4G,51
ABU-1504,2025-09-18,MTN,Abuja,Lagos,98.26,25.06,0,,4G,0
JOS-6941,2025-09-04,9mobile,Jos,Lagos,89.21,155.38,3,power_failure,4G,101
ABA-4361,2025-09-07,Airtel,Aba,Gombe,99.33,9.65,0,,4G,0
CAL-3075,2025-09-17,Airtel,Calabar,Adamawa,93.91,87.7,1,power_failure,3G,269
BEN-1117,2025-09-06,9mobile,Benin City,Benue,99.23,11.09,0,,4G,0
ABA-1778,2025-09-26,Airtel,Aba,Imo,86.15,199.44,3,power_failure,3G,289
JOS-3862,2025-09-02,Airtel,Jos,Akwa Ibom,96.39,51.98,5,,3G,0
KAN-7169,2025-09-24,9mobile,Kano,FCT,99.27,10.51,0,,4G,0
KAN-8302,2025-09-11,Glo,Kano,Taraba,87.68,177.41,4,fiber_cut,4G,308
CAL-5398,2025-09-19,Glo,Calabar,Edo,97.22,40.03,5,,4G,0
ONI-1976,2025-09-16,Glo,Onitsha,Anambra,86.34,196.7,2,weather,4G,401
ENU-9393,2025-09-01,Glo,Enugu,Osun,98.86,16.42,1,,5G,0
LAG-6468,2025-09-30,9mobile,Lagos,Akwa Ibom,93.31,96.34,0,power_failure,4G,235
LAG-9305,2025-09-15,9mobile,Lagos,FCT,86.69,191.66,2,maintenance,4G,472
WAR-1598,2025-09-12,9mobile,Warri,Kebbi,86.46,194.98,1,power_failure,4G,215
ABU-8087,2025-09-24,9mobile,Abuja,Akwa Ibom,96.65,48.24,1,,3G,0
KAN-4832,2025-09-22,Glo,Kano,Plateau,94.87,73.87,4,power_failure,4G,489
JOS-2695,2025-09-25,MTN,Jos,Gombe,91.08,128.45,5,maintenance,4G,470
ILO-2840,2025-09-04,Airtel,Ilorin,Kaduna,91.96,115.78,5,power_failure,4G,137
KAN-4017,2025-09-09,MTN,Kano,Akwa Ibom,86.18,199.01,4,power_failure,3G,177
ABU-7463,2025-09-23,Airtel,Abuja,Ondo,92.57,106.99,1,equipment_fault,4G,154
ABU-3343,2025-09-25,Glo,Abuja,Nasarawa,90.26,140.26,5,equipment_fault,4G,203
ABE-5875,2025-10-01,MTN,Abeokuta,Abia,97.44,36.86,5,,4G,0
JOS-7130,2025-09-21,9mobile,Jos,Abia,97.2,40.32,2,,3G,0
CAL-3196,2025-09-07,Airtel,Calabar,Oyo,94.35,81.36,4,power_failure,3G,470
ENU-1173,2025-09-23,Airtel,Enugu,Gombe,87.72,176.83,1,power_failure,4G,354
ABA-6546,2025-09-08,MTN,Aba,Katsina,88.26,169.06,2,power_failure,3G,313
LAG-2269,2025-09-21,Airtel,Lagos,Nasarawa,99.34,9.5,0,,4G,0
POR-6620,2025-09-04,MTN,Port Harcourt,Delta,87.16,184.9,1,equipment_fault,5G,396
KAD-8780,2025-09-04,9mobile,Kaduna,Adamawa,94.67,76.75,5,equipment_fault,4G,313
ABE-4113,2025-09-22,MTN,Abeokuta,Delta,96.22,54.43,0,,4G,0
IBA-8010,2025-09-17,Airtel,Ibadan,Yobe,97.0,43.2,3,,2G,0
CAL-7237,2025-09-18,MTN,Calabar,Akwa Ibom,97.17,40.75,2,,5G,0
BEN-4404,2025-09-07,MTN,Benin City,Bayelsa,91.25,126.0,1,equipment_fault,3G,260
POR-1077,2025-09-12,MTN,Port Harcourt,Nasarawa,92.44,108.86,2,fiber_cut,4G,103
KAN-5171,2025-09-05,Airtel,Kano,Abia,91.03,129.17,4,weather,4G,331
JOS-2686,2025-09-10,MTN,Jos,Ogun,92.29,111.02,2,equipment_fault,4G,390
ABA-8673,2025-09-24,MTN,Aba,Anambra,89.17,155.95,3,maintenance,4G,135
KAN-3070,2025-09-29,Airtel,Kano,Enugu,85.5,208.8,1,weather,4G,435
ENU-3373,2025-09-29,Glo,Enugu,Kaduna,98.41,22.9,1,,4G,0
ONI-8874,2025-09-29,9mobile,Onitsha,Borno,95.76,61.06,5,,4G,0
ABA-2402,2025-09-22,MTN,Aba,Taraba,98.58,20.45,4,,4G,0
KAN-8217,2025-09-19,Airtel,Kano,Abia,96.04,57.02,3,,4G,0
ABU-5574,2025-09-07,9mobile,Abuja,Delta,97.21,40.18,2,,4G,0
ONI-9947,2025-09-14,Airtel,Onitsha,Jigawa,99.23,11.09,0,,3G,0
ABU-5573,2025-09-24,Glo,Abuja,Zamfara,93.87,88.27,3,weather,2G,51
LAG-6337,2025-09-01,9mobile,Lagos,Gombe,85.47,209.23,3,power_failure,3G,405
ABA-5555,2025-09-04,MTN,Aba,Katsina,92.01,115.06,1,maintenance,4G,301
JOS-8487,2025-09-27,Glo,Jos,Plateau,89.63,149.33,1,weather,4G,309
KAN-4031,2025-09-29,MTN,Kano,Sokoto,94.59,77.9,5,power_failure,4G,274
ONI-2770,2025-09-21,MTN,Onitsha,Kaduna,97.66,33.7,5,,4G,0
ENU-9913,2025-09-18,Glo,Enugu,Rivers,92.64,105.98,2,equipment_fault,3G,368
ABA-3874,2025-09-19,9mobile,Aba,Ekiti,93.11,99.22,2,power_failure,4G,181
WAR-8408,2025-09-06,Glo,Warri,Bayelsa,87.06,186.34,0,fiber_cut,4G,196
ABA-7378,2025-09-23,Glo,Aba,Benue,89.56,150.34,1,maintenance,4G,418
ABU-8184,2025-09-09,9mobile,Abuja,Anambra,97.63,34.13,3,,4G,0
KAD-6457,2025-09-19,Airtel,Kaduna,Edo,85.95,202.32,2,power_failure,4G,374
LAG-6009,2025-09-25,Glo,Lagos,Adamawa,86.55,193.68,4,weather,4G,435
CAL-7783,2025-09-23,Glo,Calabar,Kogi,95.86,59.62,1,,3G,0
KAD-1606,2025-09-11,Glo,Kaduna,Ondo,86.75,190.8,1,power_failure,3G,468
KAN-6965,2025-09-29,Airtel,Kano,Ekiti,94.04,85.82,1,equipment_fault,4G,336
CAL-5152,2025-09-12,MTN,Calabar,Zamfara,94.15,84.24,3,power_failure,4G,434
JOS-1596,2025-09-07,Glo,Jos,Katsina,86.43,195.41,0,weather,2G,468
ENU-8723,2025-09-06,Airtel,Enugu,Bauchi,90.63,134.93,4,equipment_fault,2G,217
KAN-1838,2025-09-22,Glo,Kano,Sokoto,95.2,69.12,2,,4G,0
LAG-3962,2025-09-17,MTN,Lagos,Yobe,97.85,30.96,2,,4G,0
BEN-3482,2025-09-01,MTN,Benin City,Kano,96.72,47.23,1,,4G,0
LAG-2555,2025-09-10,Airtel,Lagos,Edo,98.71,18.58,4,,4G,0
ILO-5662,2025-09-02,Glo,Ilorin,Plateau,86.11,200.02,1,power_failure,4G,476
ABU-1820,2025-09-30,9mobile,Abuja,Ebonyi,85.74,205.34,0,power_failure,4G,299
LAG-4680,2025-09-25,Glo,Lagos,Bayelsa,86.34,196.7,4,power_failure,4G,478
ABA-5873,2025-09-04,Airtel,Aba,Oyo,92.45,108.72,1,weather,4G,52
IBA-3887,2025-09-07,9mobile,Ibadan,Anambra,99.62,5.47,0,,4G,0
ENU-2698,2025-09-20,Airtel,Enugu,Bauchi,87.56,179.14,1,power_failure,4G,102
ABU-5239,2025-09-06,MTN,Abuja,Adamawa,95.75,61.2,3,,4G,0
CAL-8072,2025-09-17,MTN,Calabar,Plateau,97.16,40.9,1,,3G,0
ILO-2808,2025-09-18,Glo,Ilorin,Imo,95.71,61.78,2,,3G,0
ABU-6531,2025-09-11,Airtel,Abuja,Bayelsa,94.95,72.72,2,power_failure,4G,118
ONI-2404,2025-09-29,Glo,Onitsha,Kano,87.06,186.34,1,power_failure,4G,181
ABU-8568,2025-09-19,MTN,Abuja,Katsina,90.58,135.65,3,maintenance,4G,292
POR-8822,2025-09-16,Airtel,Port Harcourt,Bayelsa,94.25,82.8,4,power_failure,4G,464
POR-4308,2025-09-23,Glo,Port Harcourt,Imo,95.01,71.86,5,,4G,0
ABU-3141,2025-09-19,Glo,Abuja,Yobe,88.53,165.17,5,power_failure,4G,475
BEN-2029,2025-09-14,Airtel,Benin City,Ondo,87.34,182.3,2,power_failure,4G,434
POR-4635,2025-09-08,Airtel,Port Harcourt,Taraba,99.85,2.16,0,,4G,0
ABU-3427,2025-09-09,9mobile,Abuja,Akwa Ibom,91.6,120.96,3,power_failure,4G,171
ABE-6244,2025-10-01,Glo,Abeokuta,Sokoto,90.73,133.49,5,weather,4G,146
IBA-8116,2025-09-21,MTN,Ibadan,Katsina,86.75,190.8,3,power_failure,5G,303
CAL-6860,2025-09-24,MTN,Calabar,Ondo,99.12,12.67,0,,2G,0
ABA-4804,2025-09-05,MTN,Aba,Kaduna,85.84,203.9,3,power_failure,4G,355
KAD-8577,2025-09-18,Glo,Kaduna,Katsina,89.83,146.45,4,equipment_fault,4G,462
BEN-4830,2025-09-30,MTN,Benin City,Imo,95.36,66.82,3,,5G,0
POR-8131,2025-09-11,Airtel,Port Harcourt,Akwa Ibom,95.24,68.54,0,,2G,0
WAR-7706,2025-09-15,9mobile,Warri,Lagos,87.94,173.66,0,fiber_cut,4G,121
ENU-7767,2025-09-16,Glo,Enugu,Ebonyi,99.76,3.46,0,,4G,0
ILO-4311,2025-09-27,Airtel,Ilorin,Kaduna,94.51,79.06,4,equipment_fault,4G,414
ILO-1749,2025-09-10,Glo,Ilorin,Lagos,89.35,153.36,5,equipment_fault,4G,391
KAD-5961,2025-09-12,MTN,Kaduna,Bayelsa,92.65,105.84,5,equipment_fault,3G,146
JOS-3356,2025-09-09,9mobile,Jos,Kogi,86.97,187.63,4,power_failure,4G,344
KAD-9792,2025-09-21,9mobile,Kaduna,Kwara,98.45,22.32,5,,2G,0
ONI-3795,2025-09-17,Airtel,Onitsha,Anambra,96.17,55.15,0,,4G,0
KAD-5209,2025-09-28,MTN,Kaduna,Rivers,92.75,104.4,3,equipment_fault,4G,108
ABE-2787,2025-09-16,9mobile,Abeokuta,Rivers,89.64,149.18,1,power_failure,4G,100
KAD-6909,2025-09-15,MTN,Kaduna,Taraba,94.11,84.82,4,power_failure,4G,89
ONI-4031,2025-09-18,Glo,Onitsha,Kaduna,96.0,57.6,3,,4G,0
CAL-7019,2025-09-24,Airtel,Calabar,Kwara,89.48,151.49,5,power_failure,3G,458
ABE-8634,2025-09-14,MTN,Abeokuta,Bayelsa,86.54,193.82,5,power_failure,4G,258
ABE-1552,2025-09-13,Glo,Abeokuta,Borno,91.81,117.94,3,power_failure,4G,336
ABU-7706,2025-10-01,Airtel,Abuja,Ekiti,87.13,185.33,4,equipment_fault,4G,107
ABU-9531,2025-09-17,Glo,Abuja,Cross River,87.63,178.13,0,maintenance,4G,354
ENU-2886,2025-09-26,Airtel,Enugu,Jigawa,99.03,13.97,0,,4G,0
ONI-7083,2025-09-04,Airtel,Onitsha,Abia,97.59,34.7,2,,4G,0
ENU-1329,2025-09-02,9mobile,Enugu,Benue,97.2,40.32,1,,4G,0
ABE-6985,2025-09-10,Glo,Abeokuta,Niger,92.56,107.14,5,power_failure,4G,406
KAD-3086,2025-09-28,9mobile,Kaduna,Ondo,94.07,85.39,2,power_failure,4G,176
CAL-8556,2025-09-16,9mobile,Calabar,Katsina,86.41,195.7,5,power_failure,4G,316
ILO-8309,2025-09-16,Airtel,Ilorin,Abia,94.0,86.4,4,equipment_fault,3G,203
WAR-4594,2025-09-30,Glo,Warri,Katsina,88.68,163.01,3,power_failure,3G,360
BEN-3795,2025-09-16,Glo,Benin City,Kano,98.42,22.75,4,,4G,0
ABU-3204,2025-09-11,Glo,Abuja,Ondo,92.5,108.0,4,power_failure,3G,373
IBA-1840,2025-09-02,Airtel,Ibadan,Kebbi,94.95,72.72,3,power_failure,4G,402
ABU-5582,2025-09-05,MTN,Abuja,Edo,97.24,39.74,2,,4G,0
ENU-8375,2025-09-04,Glo,Enugu,FCT,92.82,103.39,5,fiber_cut,4G,355
ABU-1257,2025-09-06,Glo,Abuja,Zamfara,88.16,170.5,3,equipment_fault,4G,243
ENU-2858,2025-09-03,9mobile,Enugu,Borno,93.85,88.56,5,power_failure,3G,156
KAN-5304,2025-09-18,Airtel,Kano,Katsina,89.37,153.07,3,maintenance,4G,220
JOS-2999,2025-09-17,Airtel,Jos,Yobe,89.46,151.78,1,equipment_fault,4G,413
ABU-5854,2025-09-25,Airtel,Abuja,Kogi,87.97,173.23,4,maintenance,3G,56
POR-2238,2025-09-06,Airtel,Port Harcourt,Rivers,98.18,26.21,5,,4G,0
CAL-7708,2025-09-13,MTN,Calabar,Nasarawa,91.45,123.12,0,equipment_fault,2G,104
WAR-6660,2025-09-22,Glo,Warri,Kogi,98.72,18.43,3,,4G,0
ABU-9741,2025-09-25,MTN,Abuja,Sokoto,94.38,80.93,2,equipment_fault,3G,336
ILO-5949,2025-09-04,9mobile,Ilorin,Katsina,85.18,213.41,1,maintenance,4G,373
IBA-9859,2025-09-27,9mobile,Ibadan,Lagos,97.18,40.61,2,,5G,0
ILO-7150,2025-09-06,Airtel,Ilorin,Adamawa,85.85,203.76,3,weather,2G,290
KAN-2512,2025-09-09,MTN,Kano,Bayelsa,97.59,34.7,3,,5G,0
KAD-6807,2025-09-29,9mobile,Kaduna,Edo,87.46,180.58,2,power_failure,4G,442
WAR-8368,2025-09-08,Glo,Warri,Benue,85.87,203.47,0,equipment_fault,4G,322
BEN-5157,2025-09-10,9mobile,Benin City,Delta,87.83,175.25,3,equipment_fault,3G,197
BEN-7003,2025-09-14,Glo,Benin City,Plateau,94.44,80.06,2,equipment_fault,4G,230
ABE-3091,2025-09-12,9mobile,Abeokuta,Akwa Ibom,88.33,168.05,5,equipment_fault,4G,66
ENU-7088,2025-09-08,Airtel,Enugu,Osun,93.87,88.27,1,power_failure,4G,76
BEN-7802,2025-09-29,Glo,Benin City,Kwara,89.5,151.2,1,maintenance,4G,356
ENU-5330,2025-09-29,Airtel,Enugu,Gombe,88.08,171.65,1,equipment_fault,4G,77
