row_id,tower_id,obs_date,operator,city,state,uptime_percentage,downtime_minutes,outage_count,outage_reason,network_type,avg_users_affected,outage_severity,reliability_status,high_risk_flag,downtime_hours,observation_month,day_of_week
91082,KAD-6188,2025-09-01,9mobile,Kaduna,Cross River,96.59,49.10,4,unknown,4G,0,High,Good,0,0.82,Sep,Monday
91089,ENU-5570,2025-09-25,Airtel,Enugu,Niger,99.03,13.97,0,unknown,4G,0,Low,Excellent,0,0.23,Sep,Thursday
91090,ABA-7756,2025-09-07,MTN,Aba,Rivers,96.28,53.57,1,unknown,4G,0,Low,Good,0,0.89,Sep,Sunday
91092,ABA-6571,2025-09-21,Airtel,Aba,Ogun,98.80,17.28,0,unknown,4G,0,Low,Good,0,0.29,Sep,Sunday
91093,ILO-7358,2025-09-11,9mobile,Ilorin,Osun,95.59,63.50,1,unknown,4G,0,Medium,Good,0,1.06,Sep,Thursday
91094,ENU-9051,2025-09-09,Glo,Enugu,Delta,97.52,35.71,3,unknown,4G,0,Medium,Good,0,0.60,Sep,Tuesday
91097,ABE-7771,2025-09-06,Airtel,Abeokuta,Nasarawa,96.60,48.96,1,unknown,3G,0,Low,Good,0,0.82,Sep,Saturday
91098,ABE-8284,2025-09-12,9mobile,Abeokuta,Imo,95.45,65.52,5,unknown,5G,0,High,Good,0,1.09,Sep,Friday
91101,JOS-5549,2025-09-21,Airtel,Jos,Kebbi,98.45,22.32,5,unknown,4G,0,High,Good,0,0.37,Sep,Sunday
91106,ABU-1811,2025-09-12,Glo,Abuja,Bauchi,98.21,25.78,2,unknown,4G,0,Medium,Good,0,0.43,Sep,Friday
91112,BEN-4679,2025-09-24,MTN,Benin City,Akwa Ibom,99.82,2.59,0,unknown,4G,0,Low,Excellent,0,0.04,Sep,Wednesday
91124,IBA-7923,2025-09-09,Airtel,Ibadan,Kogi,97.92,29.95,1,unknown,3G,0,Low,Good,0,0.50,Sep,Tuesday
91130,JOS-1835,2025-09-10,Glo,Jos,Cross River,95.81,60.34,4,unknown,4G,0,High,Good,0,1.01,Sep,Wednesday
91132,WAR-4490,2025-09-23,Airtel,Warri,Jigawa,95.09,70.70,5,unknown,4G,0,High,Good,0,1.18,Sep,Tuesday
91144,KAD-8911,2025-09-03,MTN,Kaduna,Delta,95.40,66.24,4,unknown,4G,0,High,Good,0,1.10,Sep,Wednesday
91152,POR-7377,2025-09-06,9mobile,Port Harcourt,Taraba,99.31,9.94,0,unknown,4G,0,Low,Excellent,0,0.17,Sep,Saturday
91155,WAR-3924,2025-09-07,Glo,Warri,Niger,98.64,19.58,1,unknown,4G,0,Low,Good,0,0.33,Sep,Sunday
91157,ONI-5655,2025-09-03,9mobile,Onitsha,Kogi,97.93,29.81,3,unknown,4G,0,Medium,Good,0,0.50,Sep,Wednesday
91158,ABE-6535,2025-09-18,MTN,Abeokuta,Zamfara,96.53,49.97,2,unknown,4G,0,Medium,Good,0,0.83,Sep,Thursday
91159,ENU-8241,2025-09-02,Glo,Enugu,Adamawa,99.53,6.77,0,unknown,4G,0,Low,Excellent,0,0.11,Sep,Tuesday
91164,ILO-9703,2025-09-15,9mobile,Ilorin,Delta,97.90,30.24,5,unknown,4G,0,High,Good,0,0.50,Sep,Monday
91168,IBA-7511,2025-09-12,MTN,Ibadan,Akwa Ibom,99.03,13.97,0,unknown,4G,0,Low,Excellent,0,0.23,Sep,Friday
91178,JOS-7092,2025-09-25,9mobile,Jos,Oyo,99.53,6.77,0,unknown,4G,0,Low,Excellent,0,0.11,Sep,Thursday
91186,ABA-3828,2025-09-28,MTN,Aba,Taraba,99.04,13.82,0,unknown,3G,0,Low,Excellent,0,0.23,Sep,Sunday
91187,BEN-9872,2025-09-12,9mobile,Benin City,Rivers,99.99,0.14,0,unknown,4G,0,Low,Excellent,0,0.00,Sep,Friday
91188,ONI-6712,2025-09-16,MTN,Onitsha,FCT,98.93,15.41,2,unknown,4G,0,Medium,Good,0,0.26,Sep,Tuesday
91193,LAG-6468,2025-09-25,MTN,Lagos,Ogun,98.72,18.43,1,unknown,3G,0,Low,Good,0,0.31,Sep,Thursday
91196,KAD-9055,2025-09-30,9mobile,Kaduna,Ondo,98.72,18.43,0,unknown,4G,0,Low,Good,0,0.31,Sep,Tuesday
91197,WAR-7602,2025-09-05,MTN,Warri,Oyo,97.73,32.69,5,unknown,4G,0,High,Good,0,0.54,Sep,Friday
91200,LAG-8710,2025-10-01,9mobile,Lagos,Bayelsa,98.71,18.58,0,unknown,3G,0,Low,Good,0,0.31,Oct,Wednesday
91201,IBA-7603,2025-09-08,MTN,Ibadan,Benue,99.34,9.50,0,unknown,4G,0,Low,Excellent,0,0.16,Sep,Monday
91202,ONI-4601,2025-09-28,9mobile,Onitsha,Osun,99.83,2.45,0,unknown,4G,0,Low,Excellent,0,0.04,Sep,Sunday
91203,WAR-4702,2025-09-19,Airtel,Warri,Osun,99.80,2.88,0,unknown,4G,0,Low,Excellent,0,0.05,Sep,Friday
91210,IBA-3581,2025-09-30,Glo,Ibadan,Imo,99.05,13.68,0,unknown,4G,0,Low,Excellent,0,0.23,Sep,Tuesday
91213,KAD-6313,2025-09-11,9mobile,Kaduna,Lagos,98.81,17.14,4,unknown,3G,0,High,Good,0,0.29,Sep,Thursday
91214,ABA-6823,2025-09-17,Glo,Aba,Bayelsa,97.96,29.38,4,unknown,3G,0,High,Good,0,0.49,Sep,Wednesday
91215,WAR-9198,2025-09-27,Glo,Warri,Gombe,99.17,11.95,0,unknown,3G,0,Low,Excellent,0,0.20,Sep,Saturday
91217,IBA-9520,2025-09-21,Glo,Ibadan,Adamawa,99.22,11.23,0,unknown,5G,0,Low,Excellent,0,0.19,Sep,Sunday
91219,KAD-2244,2025-09-09,Airtel,Kaduna,Borno,99.92,1.15,0,unknown,4G,0,Low,Excellent,0,0.02,Sep,Tuesday
91222,JOS-1433,2025-09-06,Airtel,Jos,FCT,98.76,17.86,0,unknown,4G,0,Low,Good,0,0.30,Sep,Saturday
91223,ABA-8200,2025-09-01,Airtel,Aba,Zamfara,95.31,67.54,1,unknown,4G,0,Medium,Good,0,1.13,Sep,Monday
91225,POR-3195,2025-09-28,MTN,Port Harcourt,Kwara,98.88,16.13,2,unknown,3G,0,Medium,Good,0,0.27,Sep,Sunday
91226,ILO-4517,2025-09-25,MTN,Ilorin,Gombe,98.05,28.08,1,unknown,4G,0,Low,Good,0,0.47,Sep,Thursday
91228,BEN-9334,2025-09-17,Airtel,Benin City,Lagos,98.13,26.93,4,unknown,4G,0,High,Good,0,0.45,Sep,Wednesday
91234,ENU-2703,2025-09-10,Glo,Enugu,Kebbi,96.10,56.16,5,unknown,4G,0,High,Good,0,0.94,Sep,Wednesday
91235,ONI-3003,2025-09-03,Glo,Onitsha,Akwa Ibom,97.84,31.10,0,unknown,4G,0,Low,Good,0,0.52,Sep,Wednesday
91238,WAR-2950,2025-09-13,9mobile,Warri,Taraba,95.89,59.18,4,unknown,4G,0,High,Good,0,0.99,Sep,Saturday
91241,ONI-3424,2025-09-06,Airtel,Onitsha,Kano,99.92,1.15,0,unknown,4G,0,Low,Excellent,0,0.02,Sep,Saturday
91252,IBA-9313,2025-10-01,9mobile,Ibadan,Ekiti,97.17,40.75,5,unknown,4G,0,High,Good,0,0.68,Oct,Wednesday
91257,CAL-7478,2025-09-18,9mobile,Calabar,Rivers,95.61,63.22,2,unknown,4G,0,Medium,Good,0,1.05,Sep,Thursday
91258,ABA-1192,2025-09-13,9mobile,Aba,Cross River,98.69,18.86,5,unknown,4G,0,High,Good,0,0.31,Sep,Saturday
91260,ENU-5962,2025-09-28,Airtel,Enugu,Jigawa,96.82,45.79,5,unknown,3G,0,High,Good,0,0.76,Sep,Sunday
91264,POR-7339,2025-09-16,9mobile,Port Harcourt,Yobe,96.86,45.22,2,unknown,3G,0,Medium,Good,0,0.75,Sep,Tuesday
91267,KAD-1722,2025-09-14,Glo,Kaduna,Ogun,99.65,5.04,0,unknown,4G,0,Low,Excellent,0,0.08,Sep,Sunday
91269,ENU-6066,2025-09-09,MTN,Enugu,Edo,99.78,3.17,0,unknown,4G,0,Low,Excellent,0,0.05,Sep,Tuesday
91270,KAN-6938,2025-09-28,9mobile,Kano,Kano,98.79,17.42,5,unknown,4G,0,High,Good,0,0.29,Sep,Sunday
91285,ABE-8827,2025-09-23,9mobile,Abeokuta,Ondo,98.43,22.61,3,unknown,3G,0,Medium,Good,0,0.38,Sep,Tuesday
91286,ILO-5692,2025-09-15,9mobile,Ilorin,Abia,99.99,0.14,0,unknown,3G,0,Low,Excellent,0,0.00,Sep,Monday
91288,ABU-4355,2025-09-13,Airtel,Abuja,Delta,95.93,58.61,1,unknown,4G,0,Low,Good,0,0.98,Sep,Saturday
91290,CAL-7618,2025-09-04,9mobile,Calabar,Taraba,97.89,30.38,4,unknown,3G,0,High,Good,0,0.51,Sep,Thursday
91292,ONI-5853,2025-09-18,Airtel,Onitsha,Yobe,95.67,62.35,4,unknown,4G,0,High,Good,0,1.04,Sep,Thursday
91295,WAR-5795,2025-09-09,Glo,Warri,Adamawa,96.10,56.16,4,unknown,4G,0,High,Good,0,0.94,Sep,Tuesday
91298,CAL-8696,2025-09-08,Glo,Calabar,Abia,98.03,28.37,0,unknown,4G,0,Low,Good,0,0.47,Sep,Monday
91299,ABE-2562,2025-09-26,Airtel,Abeokuta,Oyo,99.28,10.37,0,unknown,3G,0,Low,Excellent,0,0.17,Sep,Friday
91301,ABA-6564,2025-09-22,Glo,Aba,Kaduna,96.89,44.78,3,unknown,3G,0,Medium,Good,0,0.75,Sep,Monday
91302,ABA-4800,2025-09-13,9mobile,Aba,Plateau,96.16,55.30,0,unknown,5G,0,Low,Good,0,0.92,Sep,Saturday
91305,LAG-5584,2025-09-24,9mobile,Lagos,Benue,97.09,41.90,2,unknown,2G,0,Medium,Good,0,0.70,Sep,Wednesday
91308,ABE-7657,2025-09-08,9mobile,Abeokuta,Cross River,97.96,29.38,4,unknown,3G,0,High,Good,0,0.49,Sep,Monday
91310,ENU-2176,2025-09-07,MTN,Enugu,Kano,99.01,14.26,0,unknown,4G,0,Low,Excellent,0,0.24,Sep,Sunday
91311,ABU-8050,2025-09-07,Airtel,Abuja,Ekiti,95.45,65.52,4,unknown,4G,0,High,Good,0,1.09,Sep,Sunday
91313,ENU-6053,2025-09-04,MTN,Enugu,Niger,97.42,37.15,2,unknown,4G,0,Medium,Good,0,0.62,Sep,Thursday
91319,POR-3608,2025-09-28,Airtel,Port Harcourt,Oyo,98.32,24.19,5,unknown,4G,0,High,Good,0,0.40,Sep,Sunday
91322,LAG-1361,2025-09-06,9mobile,Lagos,Osun,98.73,18.29,4,unknown,4G,0,High,Good,0,0.30,Sep,Saturday
91325,IBA-2063,2025-09-25,Glo,Ibadan,Kaduna,95.80,60.48,1,unknown,3G,0,Medium,Good,0,1.01,Sep,Thursday
91326,CAL-7583,2025-09-14,Airtel,Calabar,Kogi,99.90,1.44,0,unknown,3G,0,Low,Excellent,0,0.02,Sep,Sunday
91327,KAN-4678,2025-09-26,MTN,Kano,Delta,96.14,55.58,0,unknown,4G,0,Low,Good,0,0.93,Sep,Friday
91332,WAR-1777,2025-09-12,Glo,Warri,Kebbi,99.12,12.67,0,unknown,2G,0,Low,Excellent,0,0.21,Sep,Friday
91337,POR-8168,2025-09-13,MTN,Port Harcourt,FCT,98.25,25.20,0,unknown,4G,0,Low,Good,0,0.42,Sep,Saturday
91339,IBA-3779,2025-09-20,MTN,Ibadan,Rivers,98.16,26.50,4,unknown,4G,0,High,Good,0,0.44,Sep,Saturday
91341,ILO-4841,2025-09-28,9mobile,Ilorin,Kaduna,95.07,70.99,5,unknown,3G,0,High,Good,0,1.18,Sep,Sunday
91342,ONI-1180,2025-09-08,Glo,Onitsha,Gombe,99.49,7.34,0,unknown,4G,0,Low,Excellent,0,0.12,Sep,Monday
91343,IBA-5407,2025-09-25,Airtel,Ibadan,Bayelsa,98.74,18.14,5,unknown,4G,0,High,Good,0,0.30,Sep,Thursday
91345,ENU-4493,2025-09-12,9mobile,Enugu,Ekiti,97.83,31.25,5,unknown,4G,0,High,Good,0,0.52,Sep,Friday
91347,ABU-8777,2025-09-22,Airtel,Abuja,Bauchi,99.42,8.35,0,unknown,4G,0,Low,Excellent,0,0.14,Sep,Monday
91350,BEN-3330,2025-09-19,Glo,Benin City,Oyo,99.80,2.88,0,unknown,4G,0,Low,Excellent,0,0.05,Sep,Friday
91354,ABU-4028,2025-09-21,MTN,Abuja,Rivers,99.17,11.95,0,unknown,4G,0,Low,Excellent,0,0.20,Sep,Sunday
91356,POR-1933,2025-09-13,Airtel,Port Harcourt,Plateau,95.10,70.56,4,unknown,4G,0,High,Good,0,1.18,Sep,Saturday
91363,LAG-8870,2025-09-16,Airtel,Lagos,Abia,97.71,32.98,1,unknown,4G,0,Low,Good,0,0.55,Sep,Tuesday
91372,BEN-1986,2025-09-17,9mobile,Benin City,Taraba,96.13,55.73,5,unknown,4G,0,High,Good,0,0.93,Sep,Wednesday
91373,KAD-4973,2025-09-03,Airtel,Kaduna,Ekiti,97.69,33.26,1,unknown,5G,0,Low,Good,0,0.55,Sep,Wednesday
91377,IBA-3420,2025-09-22,Airtel,Ibadan,Kano,97.47,36.43,0,unknown,3G,0,Low,Good,0,0.61,Sep,Monday
91382,JOS-4941,2025-09-25,9mobile,Jos,Ekiti,99.38,8.93,0,unknown,4G,0,Low,Excellent,0,0.15,Sep,Thursday
91388,WAR-1347,2025-09-22,MTN,Warri,Edo,98.67,19.15,0,unknown,3G,0,Low,Good,0,0.32,Sep,Monday
91392,JOS-7972,2025-09-26,MTN,Jos,Zamfara,98.04,28.22,4,unknown,4G,0,High,Good,0,0.47,Sep,Friday
91395,WAR-6204,2025-09-27,9mobile,Warri,Bauchi,96.75,46.80,0,unknown,4G,0,Low,Good,0,0.78,Sep,Saturday
91402,LAG-2241,2025-09-15,MTN,Lagos,Cross River,97.00,43.20,5,unknown,5G,0,High,Good,0,0.72,Sep,Monday
91403,ENU-8110,2025-09-26,Airtel,Enugu,Ondo,99.54,6.62,0,unknown,4G,0,Low,Excellent,0,0.11,Sep,Friday
91406,KAD-9215,2025-09-22,Glo,Kaduna,Kwara,99.92,1.15,0,unknown,4G,0,Low,Excellent,0,0.02,Sep,Monday
91412,ABA-2572,2025-09-13,9mobile,Aba,Yobe,97.06,42.34,5,unknown,3G,0,High,Good,0,0.71,Sep,Saturday
91414,POR-6246,2025-09-16,Airtel,Port Harcourt,Benue,95.69,62.06,2,unknown,3G,0,Medium,Good,0,1.03,Sep,Tuesday
91416,CAL-8073,2025-09-09,MTN,Calabar,Abia,97.51,35.86,0,unknown,3G,0,Low,Good,0,0.60,Sep,Tuesday
91420,POR-7226,2025-09-04,Airtel,Port Harcourt,Kaduna,97.03,42.77,1,unknown,4G,0,Low,Good,0,0.71,Sep,Thursday
91421,ABU-6185,2025-09-10,MTN,Abuja,Abia,97.41,37.30,5,unknown,4G,0,High,Good,0,0.62,Sep,Wednesday
91422,WAR-5760,2025-09-08,Airtel,Warri,Bayelsa,99.89,1.58,0,unknown,4G,0,Low,Excellent,0,0.03,Sep,Monday
91425,WAR-4929,2025-09-09,Airtel,Warri,Benue,98.98,14.69,2,unknown,2G,0,Medium,Good,0,0.24,Sep,Tuesday
91431,ENU-4372,2025-10-01,Airtel,Enugu,Cross River,95.69,62.06,3,unknown,2G,0,Medium,Good,0,1.03,Oct,Wednesday
91432,KAN-2837,2025-09-24,MTN,Kano,Ebonyi,97.89,30.38,3,unknown,4G,0,Medium,Good,0,0.51,Sep,Wednesday
91433,ILO-5383,2025-09-09,Glo,Ilorin,Bayelsa,99.79,3.02,0,unknown,4G,0,Low,Excellent,0,0.05,Sep,Tuesday
91435,POR-6568,2025-09-24,9mobile,Port Harcourt,Lagos,98.47,22.03,0,unknown,3G,0,Low,Good,0,0.37,Sep,Wednesday
91437,LAG-3567,2025-09-01,Glo,Lagos,Taraba,98.62,19.87,3,unknown,3G,0,Medium,Good,0,0.33,Sep,Monday
91447,ONI-2801,2025-09-08,Glo,Onitsha,Gombe,97.52,35.71,1,unknown,2G,0,Low,Good,0,0.60,Sep,Monday
91448,ABE-7680,2025-09-09,Glo,Abeokuta,Kebbi,98.83,16.85,2,unknown,4G,0,Medium,Good,0,0.28,Sep,Tuesday
91449,POR-9318,2025-09-21,MTN,Port Harcourt,Abia,97.42,37.15,1,unknown,3G,0,Low,Good,0,0.62,Sep,Sunday
91451,ONI-8264,2025-09-23,9mobile,Onitsha,Benue,98.38,23.33,2,unknown,4G,0,Medium,Good,0,0.39,Sep,Tuesday
91454,WAR-9623,2025-09-19,Glo,Warri,Bayelsa,97.62,34.27,4,unknown,4G,0,High,Good,0,0.57,Sep,Friday
91461,ABE-5815,2025-09-17,Glo,Abeokuta,Niger,95.47,65.23,5,unknown,4G,0,High,Good,0,1.09,Sep,Wednesday
91462,IBA-9660,2025-09-27,9mobile,Ibadan,Niger,97.75,32.40,2,unknown,4G,0,Medium,Good,0,0.54,Sep,Saturday
91466,IBA-3677,2025-09-19,9mobile,Ibadan,Taraba,95.57,63.79,4,unknown,4G,0,High,Good,0,1.06,Sep,Friday
91469,ABU-1236,2025-09-14,MTN,Abuja,Anambra,97.67,33.55,1,unknown,4G,0,Low,Good,0,0.56,Sep,Sunday
91471,CAL-8529,2025-09-16,9mobile,Calabar,Sokoto,96.79,46.22,0,unknown,3G,0,Low,Good,0,0.77,Sep,Tuesday
91472,LAG-7335,2025-09-06,Airtel,Lagos,Oyo,96.13,55.73,4,unknown,3G,0,High,Good,0,0.93,Sep,Saturday
91473,CAL-9711,2025-09-16,9mobile,Calabar,FCT,99.02,14.11,0,unknown,4G,0,Low,Excellent,0,0.24,Sep,Tuesday
91475,ILO-3343,2025-09-02,Airtel,Ilorin,Kaduna,97.68,33.41,0,unknown,4G,0,Low,Good,0,0.56,Sep,Tuesday
91477,ABE-5798,2025-09-09,9mobile,Abeokuta,Cross River,97.74,32.54,4,unknown,5G,0,High,Good,0,0.54,Sep,Tuesday
91482,LAG-1773,2025-09-02,MTN,Lagos,FCT,98.07,27.79,1,unknown,4G,0,Low,Good,0,0.46,Sep,Tuesday
91484,CAL-9689,2025-10-01,Glo,Calabar,Ekiti,95.86,59.62,0,unknown,3G,0,Low,Good,0,0.99,Oct,Wednesday
91489,CAL-4261,2025-09-18,9mobile,Calabar,Zamfara,96.90,44.64,2,unknown,2G,0,Medium,Good,0,0.74,Sep,Thursday
91493,ILO-4772,2025-09-24,MTN,Ilorin,Ekiti,96.55,49.68,0,unknown,5G,0,Low,Good,0,0.83,Sep,Wednesday
91504,CAL-6311,2025-09-07,MTN,Calabar,Kaduna,98.82,16.99,5,unknown,3G,0,High,Good,0,0.28,Sep,Sunday
91509,IBA-4046,2025-09-19,Glo,Ibadan,Yobe,99.57,6.19,0,unknown,2G,0,Low,Excellent,0,0.10,Sep,Friday
91514,WAR-6853,2025-09-06,MTN,Warri,Sokoto,96.78,46.37,1,unknown,4G,0,Low,Good,0,0.77,Sep,Saturday
91515,WAR-7947,2025-09-07,Airtel,Warri,Ogun,99.35,9.36,0,unknown,4G,0,Low,Excellent,0,0.16,Sep,Sunday
91517,BEN-2454,2025-09-04,Airtel,Benin City,Ekiti,96.97,43.63,0,unknown,3G,0,Low,Good,0,0.73,Sep,Thursday
91518,ONI-7595,2025-09-25,Glo,Onitsha,Anambra,98.11,27.22,2,unknown,4G,0,Medium,Good,0,0.45,Sep,Thursday
91519,CAL-9530,2025-09-21,MTN,Calabar,Kogi,96.89,44.78,3,unknown,5G,0,Medium,Good,0,0.75,Sep,Sunday
91524,KAN-4204,2025-09-17,Glo,Kano,Cross River,99.45,7.92,0,unknown,4G,0,Low,Excellent,0,0.13,Sep,Wednesday
91525,ILO-7642,2025-09-17,9mobile,Ilorin,FCT,95.02,71.71,4,unknown,2G,0,High,Good,0,1.20,Sep,Wednesday
91527,BEN-5655,2025-09-09,Airtel,Benin City,Kwara,95.64,62.78,5,unknown,4G,0,High,Good,0,1.05,Sep,Tuesday
91530,CAL-3695,2025-09-19,9mobile,Calabar,Akwa Ibom,97.77,32.11,5,unknown,3G,0,High,Good,0,0.54,Sep,Friday
91534,ENU-4000,2025-09-05,9mobile,Enugu,Niger,98.58,20.45,2,unknown,3G,0,Medium,Good,0,0.34,Sep,Friday
91535,ONI-2201,2025-09-09,9mobile,Onitsha,FCT,98.07,27.79,3,unknown,4G,0,Medium,Good,0,0.46,Sep,Tuesday
91537,ONI-7333,2025-09-04,Glo,Onitsha,Bayelsa,97.70,33.12,0,unknown,4G,0,Low,Good,0,0.55,Sep,Thursday
91538,POR-8418,2025-09-13,9mobile,Port Harcourt,Kwara,95.21,68.98,2,unknown,4G,0,Medium,Good,0,1.15,Sep,Saturday
91543,ABU-2021,2025-09-20,Airtel,Abuja,Enugu,99.41,8.50,0,unknown,3G,0,Low,Excellent,0,0.14,Sep,Saturday
91544,ABA-1964,2025-09-22,9mobile,Aba,Adamawa,97.73,32.69,3,unknown,4G,0,Medium,Good,0,0.54,Sep,Monday
91551,POR-3489,2025-09-01,Glo,Port Harcourt,Borno,95.38,66.53,0,unknown,4G,0,Medium,Good,0,1.11,Sep,Monday
91552,POR-4533,2025-09-15,9mobile,Port Harcourt,Kano,95.05,71.28,1,unknown,4G,0,Medium,Good,0,1.19,Sep,Monday
91553,IBA-7131,2025-09-27,Airtel,Ibadan,Osun,99.70,4.32,0,unknown,4G,0,Low,Excellent,0,0.07,Sep,Saturday
91554,KAD-7298,2025-09-10,MTN,Kaduna,Ondo,97.07,42.19,3,unknown,4G,0,Medium,Good,0,0.70,Sep,Wednesday
91557,IBA-5780,2025-09-23,Airtel,Ibadan,Plateau,96.30,53.28,3,unknown,4G,0,Medium,Good,0,0.89,Sep,Tuesday
91560,LAG-6956,2025-09-28,Glo,Lagos,Kogi,98.84,16.70,5,unknown,4G,0,High,Good,0,0.28,Sep,Sunday
91561,JOS-8122,2025-09-02,9mobile,Jos,Imo,98.53,21.17,5,unknown,3G,0,High,Good,0,0.35,Sep,Tuesday
91564,BEN-4391,2025-09-13,Glo,Benin City,Cross River,98.72,18.43,5,unknown,5G,0,High,Good,0,0.31,Sep,Saturday
91565,JOS-8635,2025-10-01,Glo,Jos,Borno,98.67,19.15,5,unknown,4G,0,High,Good,0,0.32,Oct,Wednesday
91568,ABE-9161,2025-09-13,9mobile,Abeokuta,Ekiti,98.61,20.02,0,unknown,4G,0,Low,Good,0,0.33,Sep,Saturday
91569,ABA-5073,2025-09-23,9mobile,Aba,Ogun,98.48,21.89,2,unknown,4G,0,Medium,Good,0,0.36,Sep,Tuesday
91570,CAL-2919,2025-09-22,Airtel,Calabar,Kano,98.64,19.58,0,unknown,4G,0,Low,Good,0,0.33,Sep,Monday
91573,CAL-5931,2025-10-01,Glo,Calabar,Bayelsa,96.12,55.87,4,unknown,4G,0,High,Good,0,0.93,Oct,Wednesday
91578,IBA-2590,2025-09-20,MTN,Ibadan,Ekiti,98.09,27.50,4,unknown,4G,0,High,Good,0,0.46,Sep,Saturday
91579,ABE-9943,2025-09-24,Airtel,Abeokuta,Osun,99.05,13.68,0,unknown,3G,0,Low,Excellent,0,0.23,Sep,Wednesday
91580,BEN-8787,2025-09-23,MTN,Benin City,Benue,96.44,51.26,1,unknown,4G,0,Low,Good,0,0.85,Sep,Tuesday
91581,KAN-3095,2025-09-03,MTN,Kano,Kaduna,95.51,64.66,3,unknown,4G,0,Medium,Good,0,1.08,Sep,Wednesday
91585,KAD-5588,2025-09-03,MTN,Kaduna,FCT,99.34,9.50,0,unknown,3G,0,Low,Excellent,0,0.16,Sep,Wednesday
91586,IBA-4666,2025-09-25,9mobile,Ibadan,Benue,96.24,54.14,4,unknown,4G,0,High,Good,0,0.90,Sep,Thursday
91587,ABU-4135,2025-09-04,9mobile,Abuja,Adamawa,96.58,49.25,0,unknown,4G,0,Low,Good,0,0.82,Sep,Thursday
91588,KAN-1027,2025-09-20,Glo,Kano,Kwara,96.93,44.21,2,unknown,5G,0,Medium,Good,0,0.74,Sep,Saturday
91591,CAL-6186,2025-09-24,Airtel,Calabar,Plateau,96.23,54.29,5,unknown,3G,0,High,Good,0,0.90,Sep,Wednesday
91594,ILO-6236,2025-10-01,9mobile,Ilorin,Bayelsa,99.95,0.72,0,unknown,4G,0,Low,Excellent,0,0.01,Oct,Wednesday
91595,IBA-5531,2025-09-06,Airtel,Ibadan,Borno,96.29,53.42,5,unknown,4G,0,High,Good,0,0.89,Sep,Saturday
91597,ONI-6652,2025-09-24,Airtel,Onitsha,Delta,99.26,10.66,0,unknown,3G,0,Low,Excellent,0,0.18,Sep,Wednesday
91602,ABE-3625,2025-09-10,9mobile,Abeokuta,Rivers,99.42,8.35,0,unknown,4G,0,Low,Excellent,0,0.14,Sep,Wednesday
91603,KAN-5775,2025-09-07,Glo,Kano,Taraba,99.84,2.30,0,unknown,4G,0,Low,Excellent,0,0.04,Sep,Sunday
91605,POR-3526,2025-09-12,9mobile,Port Harcourt,Gombe,95.93,58.61,3,unknown,4G,0,Medium,Good,0,0.98,Sep,Friday
91607,ABU-9503,2025-09-26,Glo,Abuja,Zamfara,98.62,19.87,3,unknown,4G,0,Medium,Good,0,0.33,Sep,Friday
91610,ABE-9312,2025-09-18,Glo,Abeokuta,Niger,95.12,70.27,5,unknown,2G,0,High,Good,0,1.17,Sep,Thursday
91616,LAG-7661,2025-09-04,MTN,Lagos,FCT,97.68,33.41,5,unknown,4G,0,High,Good,0,0.56,Sep,Thursday
91618,ABE-3701,2025-09-25,9mobile,Abeokuta,Kano,97.65,33.84,0,unknown,3G,0,Low,Good,0,0.56,Sep,Thursday
91626,ABE-1068,2025-09-07,MTN,Abeokuta,Borno,99.64,5.18,0,unknown,4G,0,Low,Excellent,0,0.09,Sep,Sunday
91630,KAD-5661,2025-09-05,Airtel,Kaduna,Imo,95.36,66.82,5,unknown,4G,0,High,Good,0,1.11,Sep,Friday
91631,JOS-9255,2025-09-12,Glo,Jos,Kaduna,97.63,34.13,1,unknown,5G,0,Low,Good,0,0.57,Sep,Friday
91632,POR-8344,2025-09-24,Glo,Port Harcourt,Ogun,96.47,50.83,3,unknown,4G,0,Medium,Good,0,0.85,Sep,Wednesday
91633,ILO-2199,2025-09-20,Airtel,Ilorin,Kano,96.93,44.21,4,unknown,4G,0,High,Good,0,0.74,Sep,Saturday
91634,KAN-6877,2025-09-25,Airtel,Kano,Enugu,95.86,59.62,2,unknown,4G,0,Medium,Good,0,0.99,Sep,Thursday
91635,WAR-4021,2025-09-08,9mobile,Warri,Taraba,98.08,27.65,4,unknown,4G,0,High,Good,0,0.46,Sep,Monday
91636,CAL-7085,2025-09-29,MTN,Calabar,Kebbi,97.13,41.33,4,unknown,3G,0,High,Good,0,0.69,Sep,Monday
91639,LAG-1156,2025-09-24,9mobile,Lagos,Kwara,98.40,23.04,2,unknown,3G,0,Medium,Good,0,0.38,Sep,Wednesday
91641,POR-7599,2025-09-26,Glo,Port Harcourt,Oyo,96.86,45.22,5,unknown,4G,0,High,Good,0,0.75,Sep,Friday
91642,CAL-9784,2025-09-02,Glo,Calabar,Ebonyi,98.80,17.28,1,unknown,4G,0,Low,Good,0,0.29,Sep,Tuesday
91647,IBA-2819,2025-09-06,9mobile,Ibadan,Ondo,98.38,23.33,2,unknown,5G,0,Medium,Good,0,0.39,Sep,Saturday
91650,ABE-8165,2025-09-06,Glo,Abeokuta,Kano,97.08,42.05,2,unknown,4G,0,Medium,Good,0,0.70,Sep,Saturday
91656,ABE-1732,2025-09-06,Airtel,Abeokuta,FCT,98.58,20.45,4,unknown,4G,0,High,Good,0,0.34,Sep,Saturday
